u,g,r,i,z,redshift
19.84551,17.75927,16.70279,16.25993,15.85428,0.1054329
21.91834,21.6595,21.44898,21.12071,20.48605,2.196537
20.90816,20.17048,20.01516,20.01012,19.88647,2.681844
19.77334,18.80965,18.47313,18.36553,18.31625,-0.0002641112
19.82021,18.12126,17.26937,16.76776,16.40066,0.08871333
25.78605,21.5981,19.70329,18.80606,18.21393,0.4995171
22.41238,21.87307,20.35702,19.40914,18.93762,0.6151549
22.80984,23.90589,21.72921,20.65389,19.79495,0.6503435
23.71557,22.27037,20.58154,19.65777,19.32637,0.5384683
25.05934,25.35283,22.13984,20.57078,19.89726,0.7342333
26.38157,23.7564,21.85375,20.71149,19.89156,0.818661
21.94964,21.44843,21.4565,21.40943,21.50927,2.363836
20.19905,18.31968,17.7992,17.48406,17.40564,0.1020337
18.34347,16.91233,16.3158,16.0004,15.76512,0.05010736
22.30123,22.00199,20.43138,19.21426,18.92897,0.6075528
20.88606,20.02148,19.76029,19.5719,19.50365,0.6419212
21.34494,19.46709,18.06061,17.52183,17.15255,0.2221476
23.31542,21.42692,19.53168,18.78256,18.30722,0.4118912
26.28058,21.98734,20.39048,19.32193,18.95498,0.5241667
19.7467,17.73314,16.68393,16.25146,15.9009,0.1344187
23.64707,22.07702,20.19771,19.40117,19.02962,0.5197223
20.15149,19.9017,19.69132,19.48174,19.42623,1.525616
20.11962,18.03131,16.97577,16.5411,16.21819,0.1523274
22.5672,20.02152,18.69859,18.13052,17.75306,0.1858703
19.57056,18.3253,18.48178,18.58275,18.67433,-0.000235167
24.67804,22.63094,20.9397,20.51927,19.80624,0.4029252
22.40616,21.70038,21.75994,21.63729,20.96152,2.639111
19.91777,17.74833,16.70162,16.23808,15.86415,0.09378362
22.62444,22.79832,21.28442,20.1872,19.40915,0.8754202
22.19326,21.94848,20.1307,19.10344,18.62102,0.4864936
23.67343,24.17119,21.81419,20.63153,19.89643,0.714716
25.7747,21.95364,20.01151,18.88104,18.42159,0.0002522583
22.83241,22.84488,21.99432,21.55142,21.51467,0.2806738
20.17515,19.35918,19.22105,19.04192,18.90461,0.03986026
19.5107,18.34324,17.94804,17.80008,17.75286,-0.0001317748
19.97801,18.49295,17.42121,16.94761,16.61024,0.1636542
22.85134,22.18513,20.99578,20.05936,19.59441,0.4042746
20.66753,19.52406,19.1223,18.95292,18.82279,0.003245968
25.33448,22.59782,21.152,20.0299,19.53498,0.6130195
22.92159,22.29446,21.89451,21.05579,20.36107,0.74962
21.74677,21.20288,21.04046,20.94047,20.53781,2.290986
16.95754,15.85824,15.51633,15.40746,15.37931,-0.0002083032
21.00697,20.68336,20.61795,20.71726,21.21749,0.02311249
24.40373,23.2333,20.90223,19.72135,19.18803,0.6783063
23.01941,20.96851,19.20439,18.51546,18.24197,0.3420542
22.55539,21.70432,20.23969,19.38368,18.92038,0.4943134
24.09059,22.25098,20.73109,19.49805,19.09039,0.6088913
18.12534,16.88958,16.39085,16.19575,16.10496,-0.0002793696
19.30487,19.17411,18.94569,19.04688,19.29567,1.056534
22.50521,21.97793,21.70519,21.76383,22.03956,1.424112
19.20167,17.65224,16.64218,16.17218,15.82066,0.1146985
17.44384,16.37901,15.95246,15.77684,15.72806,4.935599e-05
19.5855,17.96057,17.05987,16.54246,16.14646,0.04297615
19.61621,17.90728,17.15187,16.8924,16.78731,0.0002241644
19.19715,17.32711,16.3221,15.85048,15.46411,0.1121923
24.65069,22.18621,21.62555,21.06721,20.39189,0.8589977
19.68444,17.80803,16.83226,16.40958,16.08891,0.1080774
20.46418,20.17466,20.06288,19.80384,19.62562,0.5587922
25.73076,21.82011,20.26291,19.36168,18.96098,0.5343761
27.03463,23.84112,21.76386,20.60705,19.58302,0.6144024
23.13653,21.68015,20.59167,19.63404,19.26414,0.6681975
20.42344,18.52562,17.2506,16.72189,16.34569,0.1799803
22.17119,20.74887,19.3455,18.41975,17.64709,-0.0004123696
23.03917,19.88884,18.51217,17.24932,16.51987,2.80491e-05
21.36361,19.49366,18.0748,17.54436,17.21077,0.2434697
24.36259,22.4198,21.96131,21.57078,21.12497,0.2513527
22.50022,21.94338,20.64641,19.62137,18.95176,0.5584961
20.09837,19.90198,19.86704,19.71333,19.44799,1.96779
23.81497,21.41941,19.65785,18.84664,18.30999,0.4301613
20.72172,19.59472,19.11153,18.92281,18.77846,0.0003411453
26.0666,22.39107,20.87631,19.68555,19.28978,0.5573771
20.64243,20.00729,19.87496,19.88399,19.5844,2.463809
21.34538,18.93185,17.71209,17.18056,16.70065,0.1407854
21.44258,21.13632,21.11138,21.13369,21.01136,0.772611
23.43366,22.66858,22.65399,21.51565,21.19557,1.625725
26.57356,22.85092,21.05697,19.78676,19.24498,0.652833
24.21513,22.15446,20.59374,19.63009,19.33199,0.4630932
23.51331,22.37075,20.73977,19.79451,19.36628,0.5144717
24.2931,21.29708,19.69637,18.82684,18.27835,0.4614171
17.96317,16.81545,16.37257,16.19543,16.11832,-1.539777e-05
21.40881,21.32974,20.93625,20.73018,20.48412,1.151139
24.42433,22.00012,20.74411,19.83595,19.25003,0.5337237
24.54133,22.95031,21.3168,20.25963,19.4082,0.5942323
23.35504,20.46562,18.71274,18.06306,17.76742,0.2800415
21.62802,20.7316,20.331,20.14719,20.45566,0.02481399
20.2031,19.12472,19.06131,19.07398,19.21782,-0.0003344407
23.88193,21.7991,20.23781,19.18149,18.61601,0.523755
15.69044,16.07109,16.60532,16.99738,17.33034,-0.0003074506
24.87942,22.77226,20.94699,19.67565,18.94644,0.5806281
23.61077,20.71415,19.01087,18.42994,18.06106,0.313676
23.20933,21.01143,19.14353,18.51274,18.0966,0.3806419
21.26512,20.91888,20.892,20.82502,20.6909,2.151091
22.71051,20.93262,20.59672,20.30682,20.44782,0.0001960538
21.83017,21.48415,21.34108,21.76885,22.12431,0.7925449
24.22979,21.31942,19.44554,18.78546,18.42796,0.3473219
23.05351,20.40078,19.13198,18.65021,18.30943,-0.0006196335
19.69032,18.77818,18.34689,18.22328,18.15573,-0.0004411885
21.95004,22.81487,22.46584,20.54538,19.84757,0.8418461
23.58645,19.91617,18.45369,17.65476,17.10948,-0.000184081
25.72195,22.88839,21.6345,21.35815,20.58569,0.8825802
24.71359,23.41075,21.97861,20.54196,19.77902,0.7191547
26.71621,21.30064,19.60628,18.54981,18.00138,0.5411458
23.09198,22.39353,22.05424,21.12748,21.15579,0.801249
22.04002,22.51442,21.4649,21.56537,20.37474,0.7055988
20.37762,19.96141,19.90555,19.85137,19.63302,2.126893
22.05584,21.7732,19.92661,19.09242,18.58981,0.4975338
18.36752,16.53667,15.64738,15.22725,14.87875,0.050693
25.30112,22.66207,21.40714,20.24375,19.60139,0.609444
22.83228,21.33601,19.42873,18.43209,18.00642,0.5011724
22.46608,22.34522,21.41817,21.14704,20.62995,0.425035
22.23246,21.26081,20.78374,20.70882,20.41496,1.174477
22.98676,21.77459,21.83334,21.90629,21.59707,2.3264
20.9552,20.33836,20.35825,20.40079,19.92027,2.41687
20.6695,20.37097,20.1759,20.25327,20.0278,0.993767
18.98921,17.29697,16.46503,16.0727,15.76816,0.06748872
24.38718,22.26859,20.5162,19.87571,19.55979,0.3412414
23.12202,21.72903,20.89422,20.60098,19.89972,0.855181
25.13523,22.44968,20.91185,19.95297,19.60115,0.5190494
24.62186,23.7497,21.69381,20.54072,19.85669,0.773382
21.43962,20.88049,20.61909,20.56596,20.6035,6.678308e-05
26.25197,21.53804,19.94681,18.97449,18.46387,0.5119189
23.13459,21.78776,20.42664,19.58712,19.15316,0.0001081915
20.62565,18.75591,17.5819,17.08436,16.70708,0.1652322
20.92602,19.04431,17.84419,17.32854,16.91832,0.1489474
20.8428,19.05357,18.64885,18.42101,18.49124,-0.0004652791
24.84371,22.52069,21.43133,20.32889,19.63859,0.52574
19.94176,18.01766,17.13503,16.77603,16.56343,-0.0001134312
19.60062,18.02827,17.22878,16.76959,16.46067,0.09687617
23.64453,21.79374,20.50609,19.47742,18.93143,0.6538886
23.91882,23.42595,22.72896,21.85865,21.62407,0.4942614
22.45901,21.83655,21.76179,21.80238,21.07304,0.0001268769
23.86812,22.40645,20.74248,19.71235,19.27941,0.5525301
19.67595,17.69941,16.75628,16.34442,15.99125,0.1298838
20.04954,19.9004,19.58774,19.70768,19.80065,1.039294
23.45395,22.88304,22.85302,22.3021,21.67254,0.7893293
26.66333,22.43784,20.5932,19.73179,19.43945,0.4975893
19.88521,17.70988,16.64361,16.20187,15.86107,0.1387394
19.3157,18.42757,18.08898,17.97531,17.90394,-0.0001646586
21.77606,21.32844,20.22558,19.39844,18.80481,0.3546991
24.12992,22.82203,21.18935,20.10042,19.42435,0.4957955
22.42128,22.43977,21.4674,21.22649,21.00843,0.6982048
23.32533,23.86178,21.58508,20.4055,19.59039,0.7480944
23.71947,22.46417,20.82355,19.61788,19.2126,0.6127816
22.1546,21.87728,22.05496,21.32423,21.40173,1.888364
21.55242,20.6853,19.89907,19.40784,18.94625,6.23633
24.35448,22.23565,20.76581,19.56855,19.18511,0.6163831
21.65684,21.23253,20.95795,20.70146,20.43926,1.589927
20.74506,18.39152,17.21421,16.62432,16.10802,0.1311245
22.75112,20.16705,18.83267,18.16525,17.76375,0.0003758495
20.71014,19.46259,18.8548,18.69296,18.50813,-0.0007530254
21.25139,19.07409,17.89939,17.08261,17.02291,0.1563254
24.87132,21.26867,19.39202,18.76021,18.41579,0.352221
22.72167,22.80061,22.07776,21.21236,20.74833,0.824065
24.78962,21.15495,19.32068,18.7094,18.3522,0.3724808
19.41128,18.30597,17.71063,17.32008,17.10476,0.1169641
24.29734,22.43013,20.74163,19.81827,19.35502,0.5539681
23.85505,22.15429,20.39311,19.55914,19.12117,0.4820601
23.77095,21.32989,20.18133,19.38661,19.02715,0.5216573
23.17069,23.28034,22.44509,21.9723,21.28358,0.8070481
19.74469,18.23529,17.48927,17.03543,16.69601,0.08053908
22.73388,22.13721,22.00809,21.70767,22.17929,2.44495
24.16429,21.36845,20.13553,19.30888,18.78422,0.4458806
23.79958,22.43001,20.63073,19.63805,19.29634,0.5382364
23.45261,21.12197,19.31527,18.6913,18.22338,0.3989028
23.03181,22.57348,21.6588,20.95672,20.68733,0.7814837
23.18068,23.4025,21.31252,20.07345,19.28679,0.7129956
20.33523,19.36324,19.06688,18.98289,18.90323,-0.0003032459
22.3409,21.30247,21.09823,21.03336,20.74182,2.877435
19.83323,18.62086,18.2655,18.06391,18.0196,0.0001068352
21.54655,21.35762,21.70424,21.8828,22.32902,0.03949359
19.56815,18.55853,18.24595,18.10394,18.04704,-0.0004077848
20.87013,19.8399,19.58945,19.42723,19.54028,-0.0006117458
22.88516,23.44289,21.68085,20.68861,19.73091,0.4806992
20.31882,20.15641,20.17877,19.92668,19.80427,1.672854
22.94181,24.65492,21.61001,20.36838,19.58104,0.8710588
24.61429,21.65659,20.55107,19.33315,18.6304,-0.0001795991
24.22411,22.02754,20.34376,19.5976,19.13474,0.4311119
22.61033,24.04789,22.0575,20.60023,19.89235,0.7419326
21.48907,20.98011,21.05349,20.88423,20.803,1.589581
19.56632,18.64714,18.31855,18.18217,18.15268,0.0008155556
22.89501,22.66126,21.20583,19.99455,19.41939,0.7708188
19.36291,17.51255,16.6051,16.20284,15.87539,0.09701859
23.30209,22.07624,20.42712,19.50576,18.91905,0.4703278
22.48789,21.52866,20.37402,19.5692,19.16534,0.5326869
22.75396,22.89932,21.78822,21.72978,21.83317,0.9550495
16.41401,15.4792,15.25626,15.14567,15.12818,-0.0009768917
21.9006,20.65938,19.00896,18.35388,18.02154,0.3513822
26.14653,22.45778,20.46875,19.48273,18.94997,0.4543376
24.6748,22.18777,20.51845,19.71381,19.28452,0.4262512
24.11121,25.49097,21.6943,20.58539,19.88172,0.7150424
19.21783,17.86806,17.39598,17.26973,17.20551,1.334578e-05
23.28559,21.77857,21.30326,20.32545,20.37432,0.6919566
22.28703,20.65332,18.85399,18.22516,17.90124,0.3301672
23.77849,20.67348,19.95449,18.5201,17.56661,0.0001058523
22.37622,21.52509,21.6097,21.23454,20.66195,2.30987
19.48463,18.06073,17.3945,17.0144,16.71629,0.07922857
19.92306,18.25278,17.08079,16.53696,16.09378,0.1368675
25.70223,22.55369,20.82316,19.77967,19.12912,0.5952674
26.22854,21.91191,20.53624,19.48432,19.02421,0.5947334
23.44649,21.25695,19.52872,18.79465,18.39927,0.4106124
20.30929,18.64666,17.53903,17.03998,16.72029,0.182549
23.72292,21.2103,19.82597,19.19342,18.80449,0.0002558838
23.83939,23.1446,21.06256,19.99894,19.31324,0.6051475
25.52113,22.69941,21.18381,20.526,19.75336,0.3893426
23.43618,23.22012,22.022,20.73306,19.91728,0.7625231
18.83387,17.1494,16.36719,16.00741,15.69113,0.02688897
23.05799,21.39971,20.90326,19.87513,19.88823,0.1724597
18.4723,16.81699,15.94772,15.51234,15.16833,0.07804472
22.12286,21.69964,21.3773,21.04292,20.76286,2.019793
20.54699,20.44312,20.34493,20.08826,20.00609,1.879448
23.17644,21.25492,19.42397,18.76178,18.41494,0.3973323
20.63849,20.09478,20.04624,20.05772,19.63505,2.361876
25.91053,23.94677,21.568,20.42541,19.73856,0.5563976
22.62352,20.95359,19.14111,18.49397,18.07475,0.3553476
19.96468,18.3117,17.51885,17.11937,16.8999,0.059589
21.11924,19.07429,17.86322,17.35948,16.96553,0.1599271
25.43776,22.98775,21.44406,21.07257,20.74632,0.7249485
20.25642,18.38363,17.43551,16.9601,16.6153,0.1087439
23.70405,23.37424,21.72874,19.36137,18.08881,-0.0001553654
25.97591,24.13355,21.75089,20.60015,19.85213,0.6544167
25.78885,22.96837,21.29701,20.09208,19.34143,0.5770302
25.76186,22.77687,20.47237,19.41852,18.87529,0.5616647
19.99164,19.87308,19.93224,19.88649,19.83382,1.974616
17.97012,16.54982,15.86865,15.4859,15.25215,0.07943498
19.93783,18.44009,17.60325,17.18632,16.96894,0.1797539
26.06575,21.46614,20.20191,19.03263,18.61553,0.5739473
17.99551,17.06241,16.74671,16.63893,16.60524,-0.0002075337
20.72159,20.25242,20.0093,19.68496,19.55791,0.4474059
24.76495,20.95634,19.72245,19.28677,18.98669,9.679348e-05
17.23577,16.02463,15.61985,15.48096,15.44081,-0.0002628243
25.50179,22.51803,20.51551,19.36739,18.90789,0.5660012
21.62597,19.59924,18.51209,18.05674,17.70531,0.1502737
23.03392,21.00193,20.1861,19.89392,19.66747,-5.149818e-05
26.16302,21.57766,19.64948,18.97495,18.69488,0.4161641
19.1282,17.9695,17.42461,17.12337,16.90501,0.1230982
19.99552,18.07965,17.01143,16.59835,16.20444,0.1371482
21.67746,20.2837,18.69144,18.03543,17.67048,0.3250593
25.82966,22.34685,20.46785,19.54901,18.94398,0.5147212
21.28413,21.08567,20.99355,20.71643,20.73979,1.445763
17.51413,16.56041,16.22021,15.99276,15.85117,0.03542538
21.41388,19.4629,17.72244,17.18989,16.79086,0.3176377
22.50824,21.75727,21.56581,21.64053,21.7598,2.41955
26.0947,23.18119,21.31651,20.20471,19.40134,0.6163689
16.72313,15.37492,14.87624,14.73386,14.67692,2.11465e-05
23.73885,23.39921,21.97266,20.6701,19.7955,0.7248286
22.29528,21.69044,21.72444,21.20889,20.70096,1.494751
22.17248,21.79788,20.67165,19.60249,19.16045,0.6273426
22.22648,21.26659,19.85566,18.95615,18.42526,0.5623454
23.97491,23.35355,21.48014,20.44666,19.61039,0.5782266
22.18225,22.00294,21.77384,21.55794,22.22749,1.34736
21.52618,20.1674,19.21954,18.79792,18.41873,0.2638825
24.54803,23.03375,21.34179,20.1996,19.65182,0.6942801
20.95582,18.81973,17.64791,17.14282,16.79177,0.1819003
18.45272,16.57564,15.64446,15.21158,14.89092,0.06728814
22.0072,20.72485,18.97146,18.2458,17.83029,0.4289239
22.92394,24.20338,22.25905,19.74168,18.27825,1.002817e-05
25.3393,23.55832,21.90775,20.48453,19.64362,0.7480575
18.5313,16.85985,16.12923,15.74587,15.44403,0.06875817
20.59875,20.54333,20.33304,20.33018,20.40253,1.322496
23.84955,22.2608,20.74027,19.65316,19.13035,0.587481
22.58903,22.31202,20.48331,19.56145,19.01285,0.4903684
22.0982,22.01133,21.38248,20.64474,19.92961,0.7715507
20.5912,18.50542,17.50385,17.04617,16.75566,0.1066471
23.03726,22.09269,20.74492,19.84527,19.56895,0.5943777
21.48546,20.26099,19.82776,19.66104,19.57407,0.0003252522
19.57767,18.38598,17.68871,17.32897,17.06893,0.1547346
22.33862,22.38015,20.59521,19.71211,19.16764,0.4837418
22.49757,22.24753,21.92106,21.80457,22.12096,2.651571
22.74873,21.87834,20.34755,19.41721,19.04708,0.4638304
20.40371,19.2053,18.72482,18.5314,18.44709,5.131494e-05
20.81796,19.48606,18.94312,18.6937,18.50397,-0.001256444
22.27486,21.99471,21.52861,21.11211,21.51343,0.8740713
26.05283,23.92951,21.10322,19.51647,18.65796,4.862625e-05
23.6107,22.51025,21.97473,21.39392,21.63765,0.5178158
20.56102,18.85056,18.53157,18.39353,18.78069,-0.0006543486
20.54866,18.05293,16.90246,16.40355,16.14588,6.235848e-05
19.49422,18.29766,17.76166,17.36035,17.22186,0.1104374
20.54739,18.6458,17.56155,17.11982,16.76582,0.1476724
21.7755,20.03895,18.47084,17.88853,17.49577,0.2691797
22.77308,21.49782,21.17909,20.53564,20.16409,6.526943
16.61338,15.64234,15.26365,15.12885,15.09137,-0.0004067353
22.63992,20.80101,19.72304,19.24378,18.84687,0.2446048
19.59212,18.16164,17.50897,17.10172,16.85384,0.1248439
20.67092,18.53761,17.58979,17.20995,17.02256,1.154012e-05
18.53284,17.41578,17.36101,17.40098,17.44778,-9.995745e-05
21.67632,19.88319,18.3292,17.76266,17.34244,0.2521967
24.42472,21.83318,20.42414,19.58051,19.08119,0.4644418
21.93331,19.22875,17.76369,16.68426,16.10675,1.536963e-05
21.39605,20.32958,19.66584,19.3268,19.31163,0.177737
18.6995,17.4902,17.10636,16.77582,16.64577,0.06932329
22.22787,22.21184,21.05222,19.85233,19.2803,0.6119674
19.23762,18.98649,19.00346,19.12359,19.27541,1.255067
25.03818,23.62409,21.6842,20.41874,19.87305,0.7232234
19.27684,18.04085,17.59193,17.3949,17.21313,0.01436533
20.68049,19.32469,19.02095,18.91563,18.89348,-0.0006358317
17.03117,15.64179,15.1148,14.90706,14.82792,-5.179922e-05
23.59813,21.81235,21.57969,21.69701,21.62576,3.187756
24.75054,22.66333,22.18764,21.78413,21.1523,0.8343242
23.00255,20.19616,19.0934,18.1805,18.05925,8.662779e-05
26.01391,21.54554,20.21484,19.35142,18.91601,4.997402e-05
26.75821,25.50723,22.25951,20.38431,19.53449,0.9185327
19.05091,18.05866,17.65663,17.47254,17.43898,-0.0003011437
20.39301,18.65144,17.72228,17.24612,16.90132,0.1128769
23.09966,20.21198,18.93904,18.44458,18.14726,0.0001930412
19.02039,17.87073,17.92364,18.05066,18.09284,-0.0001123202
19.51487,18.50535,17.9538,17.5975,17.45721,0.1785108
20.61646,20.2018,20.05391,19.9646,19.72317,0.7195212
21.23338,21.19975,21.13324,20.71809,20.60304,1.601314
21.91086,22.09649,21.84804,21.63975,21.35809,1.486629
20.97942,19.02275,17.76182,17.28349,16.92623,0.1858423
21.75963,19.33067,17.65057,17.06889,16.70477,0.2830166
25.1881,22.29465,20.58835,19.69857,19.19763,0.5184698
24.60802,23.67886,22.27156,20.73103,19.7637,-0.0002758322
24.00931,20.97756,19.30005,18.59288,18.26798,0.2890566
23.12274,22.29637,21.90433,22.00108,21.92149,-0.0006269963
23.58522,22.5521,21.99021,22.08814,21.49186,1.058028
24.85966,21.26409,19.51948,18.81579,18.3597,0.4008746
23.76731,22.52227,20.93513,18.66411,17.40225,-3.454472e-05
22.03442,21.90237,21.75996,21.26041,21.32844,1.595689
19.98415,18.95932,18.48929,18.12285,18.00661,0.08280136
23.05093,22.35921,22.14085,21.44407,20.73619,0.8868911
16.20471,16.22699,16.61088,16.91682,17.23205,-2.511133e-05
21.15554,18.85106,17.68895,17.24389,16.98548,0.0001669421
18.35713,17.43594,17.17032,17.08414,17.04975,0.0002535956
24.25912,24.56921,21.68757,20.54005,19.73804,0.6448608
23.84289,21.54885,19.99316,18.78172,18.16481,0.5762094
22.15477,20.59387,19.41348,18.68262,18.31862,0.322705
23.94491,23.02582,21.6005,20.46501,19.96589,0.8132254
20.41029,19.28517,18.80697,18.55428,18.42291,5.427984e-05
20.93359,20.60616,20.0723,19.8506,19.96581,1.381024
22.38281,20.85222,20.22337,20.00854,19.96759,-0.0007719696
20.56568,18.80538,17.64223,17.11708,16.76712,0.1687532
21.91,21.11707,19.5003,18.62164,18.10338,0.4941598
21.61441,20.60186,18.86603,18.24914,17.9465,0.365396
21.69436,20.46436,20.10388,19.94487,20.00974,-0.0005962198
24.85732,23.14866,21.53405,20.48175,19.7984,0.7379749
19.72858,17.98913,17.25505,16.87859,16.5965,0.06214631
22.76056,21.94416,20.11484,19.34869,18.88229,0.3223549
19.60227,18.23192,17.56342,17.28535,17.12292,-3.58006e-05
21.51745,19.05557,17.90051,17.48266,17.26261,0.0002254941
20.5309,18.98473,17.95042,17.40105,17.09141,0.1862264
23.44831,21.79977,19.95324,18.86678,18.53221,0.5811599
21.52035,21.17628,21.02519,20.93739,21.03225,1.657358
22.71955,21.86348,21.10995,20.23935,19.48759,0.581439
19.96305,18.13867,17.18869,16.75173,16.40393,0.1191694
19.3118,17.0795,16.23059,15.94306,15.79625,-0.0002660186
22.16317,21.33308,19.25056,18.26557,17.6714,0.5429289
21.28101,20.24913,19.89416,19.85472,19.64902,-0.0005637268
25.35785,24.61681,22.17369,20.82028,19.91667,0.7609767
19.51566,18.50363,18.47517,18.53832,18.57066,-0.0002319925
22.55293,21.05359,19.36003,18.55165,18.03018,0.3919593
24.19466,21.4907,19.92991,18.96921,18.36307,0.4996426
22.78676,21.6389,21.30846,20.97647,20.72116,0.8504875
25.09075,23.1377,21.71148,20.35914,19.51959,0.7723663
22.02528,21.17054,20.87598,20.7628,20.57215,2.25349
18.50874,17.38912,17.34012,17.35333,17.344,-3.022956e-05
23.75069,22.94243,21.46226,20.32672,19.69104,0.7165501
24.23198,23.59558,22.40189,21.61199,21.32784,0.2227824
20.60221,20.11451,19.78252,19.65012,19.42526,0.9196228
22.00016,20.54421,18.86295,18.24895,17.90494,0.3348887
24.42201,21.58806,21.40863,21.41087,20.92361,2.868045
24.29543,23.5791,21.32908,20.27452,19.35581,0.8351807
20.56966,18.7363,17.56914,17.10931,16.77371,0.1632706
20.33972,19.71538,19.37638,19.01243,18.77939,0.4487
25.05061,21.89904,20.055,19.24923,18.85491,0.4703253
24.71787,22.23253,20.62456,19.54303,19.00687,0.5976875
21.65936,21.73216,21.61713,21.60229,21.24192,1.007728
20.71951,18.33534,17.20679,16.4579,15.85952,-0.0001096081
20.13264,17.91637,16.76958,16.26006,15.86414,0.1293885
